satisfaction,suggestions,timestamp,curricula,accept,expectation
,,2024-09-14T07:11:13.779Z,False,教学,9.5
,,2024-09-14T07:14:45.328Z,True,给分,4.0
,无论如何都希望能学到足够好的东西，与此同时找个折中的办法活下去,2024-09-14T07:49:28.098Z,True,教学,5.0
,,2024-09-14T07:50:36.491Z,False,给分,4.0
,,2024-09-14T07:52:41.493Z,True,教学,5.0
,,2024-09-14T07:53:08.905Z,True,给分,5.0
,,2024-09-14T08:30:59.600Z,True,教学,9.5
,好,2024-09-14T08:49:40.075Z,True,给分,2.5
,告诉我哪个给分高,2024-09-14T09:17:33.353Z,True,给分,4.5
,,2024-09-14T09:54:20.096Z,True,给分,4.5
,加油呀,2024-09-14T10:34:05.613Z,False,给分,10.0
,,2024-09-14T10:39:22.022Z,True,给分,10.0
,,2024-09-14T10:45:23.321Z,True,教学,6.0
,,2024-09-14T10:46:34.635Z,True,教学,6.5
,明确写出老师得上课风格 老师要求和给分情况,2024-09-14T11:10:03.051Z,False,给分,4.5
,"给出课程的详细内容帮助新生了解
介绍老师风格",2024-09-14T11:23:45.540Z,True,给分,4.0
,评价,2024-09-14T11:44:14.675Z,True,教学,6.5
,,2024-09-14T11:51:30.310Z,True,教学,7.0
,给我带来参考,2024-09-14T11:55:26.055Z,True,教学,6.5
,顺利毕业,2024-09-14T11:57:32.584Z,True,教学,4.5
,,2024-09-14T12:06:42.886Z,True,给分,5.5
,找到合适的导师（希望给分也能好一些）,2024-09-14T12:08:21.570Z,False,教学,4.0
,,2024-09-14T12:13:45.575Z,False,给分,6.5
,,2024-09-14T12:17:30.135Z,False,给分,5.0
,方便大家,2024-09-14T13:22:26.613Z,True,教学,6.0
,,2024-09-14T14:05:53.099Z,True,教学,5.0
,,2024-09-14T14:24:13.720Z,False,教学,7.0
,,2024-09-14T14:34:59.209Z,True,给分,4.0
,,2024-09-14T15:01:41.293Z,True,给分,7.0
,希望能找到兼顾教学水准和给分好课,2024-09-14T15:11:38.671Z,True,教学,10.0
,,2024-09-14T15:18:58.926Z,True,给分,10.0
,,2024-09-14T15:37:58.379Z,True,教学,5.5
,,2024-09-14T15:40:30.309Z,False,给分,5.5
,更好安排课表,2024-09-14T15:47:20.081Z,True,教学,4.0
,希望能把每种课的给分情况、课堂状况描述出来！,2024-09-14T16:30:06.333Z,True,教学,10.0
,可以帮助我们选课,2024-09-14T16:35:56.498Z,False,给分,6.5
,各方面建议,2024-09-15T00:48:16.254Z,False,给分,4.0
,,2024-09-15T00:49:19.500Z,True,教学,4.0
,,2024-09-15T00:52:07.784Z,False,教学,6.0
,,2024-09-15T00:52:57.667Z,True,给分,7.5
,选到适合我的老师，我喜欢的课程，让大学生活更加充实,2024-09-15T00:56:21.788Z,True,教学,6.0
,,2024-09-15T00:56:59.140Z,True,给分,6.0
,让大家参考什么老师给分好,2024-09-15T00:57:16.195Z,True,给分,4.5
,,2024-09-15T00:59:15.271Z,True,给分,6.0
,选择适合自己的课,2024-09-15T01:47:43.014Z,True,给分,6.0
,,2024-09-15T01:48:23.598Z,True,给分,6.0
,都有,2024-09-15T01:49:24.648Z,False,给分,6.5
,,2024-09-15T01:50:09.632Z,True,给分,6.0
,"好
",2024-09-15T01:59:17.435Z,False,教学,6.5
,,2024-09-15T02:02:14.574Z,True,教学,6.0
,老师与学生在学术交流上互帮互助共同进步,2024-09-15T02:05:16.045Z,False,教学,6.0
,希望可以得到更多好课推荐 利用有限时间学到有价值的知识,2024-09-15T02:06:40.699Z,True,教学,5.0
,,2024-09-15T02:10:42.651Z,True,教学,5.5
,,2024-09-15T02:12:44.827Z,True,教学,6.0
,找到讲课好的老师,2024-09-15T02:14:45.835Z,True,教学,8.0
,推荐一些给分好的老师。有学习自主性的同学会自己找资源学的。,2024-09-15T02:14:52.644Z,True,给分,7.0
,推荐有趣且给分好的老师,2024-09-15T02:16:35.657Z,False,教学,7.0
,,2024-09-15T02:59:20.166Z,True,给分,4.5
,,2024-09-15T03:02:27.672Z,True,给分,4.5
,有助于分辨不同课程好坏,2024-09-15T03:17:51.204Z,False,给分,9.0
,,2024-09-15T03:21:13.969Z,True,给分,4.5
,,2024-09-15T03:27:24.950Z,True,教学,6.0
,找到适合自己的老师,2024-09-15T03:28:56.366Z,False,给分,6.5
,避雷,2024-09-15T03:30:33.696Z,True,给分,5.5
,,2024-09-15T03:33:31.966Z,False,给分,6.0
,,2024-09-15T03:33:29.464Z,False,给分,6.0
,,2024-09-15T03:38:43.360Z,False,给分,7.0
,,2024-09-15T03:49:22.191Z,True,教学,4.5
,,2024-09-15T03:54:10.822Z,False,给分,10.0
,,2024-09-15T03:56:19.017Z,True,教学,6.0
,,2024-09-15T03:56:31.613Z,True,教学,4.5
,,2024-09-15T03:57:48.946Z,True,给分,5.0
,,2024-09-15T03:58:28.355Z,True,教学,7.5
,,2024-09-15T04:01:13.013Z,False,给分,4.0
,,2024-09-15T04:05:32.144Z,False,给分,2.0
,希望能详细给出关于选课的注意事项及技巧,2024-09-15T04:16:39.364Z,False,教学,5.0
,,2024-09-15T04:16:41.844Z,False,教学,5.5
,,2024-09-15T04:17:17.993Z,False,给分,7.0
,,2024-09-15T04:19:36.389Z,False,教学,7.0
,,2024-09-15T04:25:09.066Z,True,给分,8.0
,选课·的方法和合适的选择,2024-09-15T04:29:26.580Z,False,教学,9.5
,给我建议,2024-09-15T04:30:00.507Z,True,给分,7.0
,,2024-09-15T04:35:55.453Z,True,教学,6.5
,避免走弯路,2024-09-15T04:36:39.789Z,True,教学,8.0
,,2024-09-15T04:37:30.654Z,False,给分,3.5
,,2024-09-15T04:39:21.115Z,False,给分,4.0
,,2024-09-15T04:40:41.652Z,True,给分,3.5
,,2024-09-15T04:42:10.950Z,False,教学,5.5
,,2024-09-15T04:45:16.510Z,False,教学,5.5
,加油,2024-09-15T04:47:20.011Z,True,给分,5.5
,了解课程情况,2024-09-15T04:48:26.812Z,True,给分,6.0
,,2024-09-15T04:48:29.657Z,False,给分,9.5
,好好好,2024-09-15T04:48:52.835Z,True,给分,10.0
,为我选课提供建议,2024-09-15T04:49:45.167Z,False,教学,10.0
,,2024-09-15T04:50:34.061Z,False,教学,4.0
,帮我避开雷区,2024-09-15T04:50:36.386Z,True,给分,6.0
,能够为学生们提供全面细致的课程介绍，课程评价与老师介绍，老师评价,2024-09-15T04:52:47.732Z,True,教学,10.0
,,2024-09-15T04:54:17.051Z,True,教学,5.0
,,2024-09-15T04:56:25.823Z,True,教学,10.0
,遇见好老师,2024-09-15T04:57:37.272Z,True,教学,6.0
,了解课程内容与课程质量高低，与其他人进行交流,2024-09-15T05:06:50.591Z,False,给分,8.5
,无,2024-09-15T05:07:27.714Z,False,教学,4.0
,找到好老师,2024-09-15T05:08:34.046Z,True,教学,5.0
,了解课程内容，作业量，讲授水平，给分好坏,2024-09-15T05:08:35.124Z,True,给分,5.0
,让学生了解清楚大学学习,2024-09-15T05:14:09.427Z,False,教学,5.5
,。,2024-09-15T05:24:30.366Z,False,教学,5.0
,,2024-09-15T05:25:03.931Z,True,教学,4.5
,提供丰富的资源,2024-09-15T05:25:23.408Z,True,教学,7.0
,,2024-09-15T05:31:13.694Z,True,教学,6.5
,,2024-09-15T05:34:21.772Z,False,给分,4.0
,给一些选课建议,2024-09-15T05:46:02.000Z,False,教学,10.0
,对授课和给分情况的了解,2024-09-15T05:50:26.995Z,False,给分,6.0
,让我能了解清楚的了解各种课程的具体情况，帮助选课,2024-09-15T05:50:45.930Z,True,教学,5.5
,,2024-09-15T05:52:15.041Z,True,给分,6.5
,,2024-09-15T05:53:22.547Z,True,教学,10.0
,作为一个平台，为学生提供更多的有用的信息,2024-09-15T05:53:52.703Z,True,教学,4.0
,,2024-09-15T05:55:31.410Z,False,教学,5.0
,,2024-09-15T05:55:59.610Z,True,给分,7.0
,,2024-09-15T06:04:12.561Z,False,教学,7.0
,,2024-09-15T06:06:20.206Z,True,教学,6.0
,不选到恐怖的老师,2024-09-15T06:07:47.074Z,True,给分,6.0
,,2024-09-15T06:09:19.082Z,False,教学,10.0
,,2024-09-15T06:12:22.247Z,True,给分,6.0
,,2024-09-15T06:17:05.690Z,True,教学,6.0
,,2024-09-15T06:20:24.930Z,False,给分,6.0
,更直观吧，可以筛选,2024-09-15T06:22:54.744Z,True,给分,5.5
,,2024-09-15T06:27:32.246Z,True,给分,6.0
,,2024-09-15T06:38:11.023Z,True,给分,8.0
,,2024-09-15T06:40:48.492Z,False,教学,5.0
,,2024-09-15T06:41:15.381Z,True,教学,6.0
,,2024-09-15T06:49:24.316Z,False,教学,6.0
,好,2024-09-15T06:50:36.291Z,True,给分,6.0
,,2024-09-15T06:55:53.269Z,False,给分,7.0
,,2024-09-15T06:56:38.492Z,True,教学,7.0
,好,2024-09-15T07:00:18.241Z,True,给分,5.0
,帮助我们对课程内容、老师风格、尤其选课标准有更充分的了解,2024-09-15T07:01:09.559Z,False,教学,6.0
,,2024-09-15T07:01:49.760Z,True,教学,5.0
,,2024-09-15T07:57:20.695Z,True,教学,7.0
,,2024-09-15T07:58:48.814Z,True,教学,6.0
,,2024-09-15T07:59:46.754Z,True,给分,5.0
,明确任课老师教学水准及给分好坏,2024-09-15T08:09:01.103Z,True,给分,5.5
,好老师,2024-09-15T08:34:49.856Z,True,教学,7.0
,选课时能更高效率挑选到更好的老师或者发现宝藏老师,2024-09-15T08:56:02.716Z,False,教学,6.0
,找到自己适合的课,2024-09-15T09:11:05.598Z,False,给分,3.5
,,2024-09-15T09:26:27.500Z,True,教学,10.0
,,2024-09-15T09:46:20.155Z,True,给分,6.0
,客观,2024-09-15T09:49:57.767Z,True,教学,5.0
,,2024-09-15T09:52:44.833Z,False,教学,5.5
,无,2024-09-15T09:57:24.818Z,False,教学,8.0
,,2024-09-15T10:03:07.597Z,False,给分,6.0
,帮助选到更好的老师的课,2024-09-15T10:06:44.818Z,False,教学,5.0
,避雷,2024-09-15T10:08:43.928Z,True,教学,4.0
,,2024-09-15T10:43:47.981Z,True,给分,4.5
,,2024-09-15T10:46:17.530Z,True,给分,4.0
,,2024-09-15T10:49:22.371Z,True,给分,6.5
,,2024-09-15T10:49:22.506Z,True,给分,6.5
,,2024-09-15T10:52:04.982Z,True,给分,5.0
,,2024-09-15T11:05:12.719Z,True,给分,4.0
,能获取更多课程信息,2024-09-15T11:13:06.718Z,True,给分,6.0
,,2024-09-15T11:14:50.543Z,True,给分,5.5
,,2024-09-15T11:15:34.568Z,True,教学,9.5
,,2024-09-15T11:16:47.996Z,True,给分,7.0
,,2024-09-15T11:18:40.700Z,True,教学,10.0
,,2024-09-15T11:20:36.124Z,True,教学,5.5
,能帮助我选到教学能力强，打分高的老师,2024-09-15T11:21:32.563Z,False,教学,5.5
,帮助学生理解并熟练选课流程,2024-09-15T11:27:31.048Z,False,教学,4.5
,,2024-09-15T11:32:08.262Z,True,教学,10.0
,,2024-09-15T11:33:18.880Z,True,给分,5.5
,无,2024-09-15T11:54:19.948Z,True,给分,10.0
,,2024-09-15T12:15:31.188Z,True,教学,10.0
,,2024-09-15T12:17:48.326Z,True,教学,8.0
,,2024-09-15T12:21:05.462Z,True,教学,7.0
,,2024-09-15T12:22:22.955Z,False,教学,10.0
,给出建议,2024-09-15T12:24:13.426Z,True,给分,8.5
,,2024-09-15T12:24:13.487Z,False,教学,10.0
,提供有用的信息，共同营造良好社区,2024-09-15T12:26:38.520Z,False,教学,6.0
,,2024-09-15T12:29:59.099Z,True,教学,8.5
,,2024-09-15T12:30:20.419Z,False,给分,4.0
,,2024-09-15T12:34:11.776Z,True,给分,7.0
,,2024-09-15T12:36:12.599Z,False,教学,5.0
,,2024-09-15T12:36:22.312Z,True,给分,10.0
,更方便,2024-09-15T12:36:37.887Z,False,给分,4.0
,,2024-09-15T12:39:37.622Z,False,给分,6.0
,,2024-09-15T12:39:54.299Z,False,给分,5.0
,保持现状，不断提升,2024-09-15T12:40:17.419Z,False,给分,6.5
,,2024-09-15T12:43:33.363Z,True,教学,5.5
,,2024-09-15T12:45:32.286Z,True,教学,5.0
,给我选课建议,2024-09-15T12:45:37.631Z,True,给分,6.0
,很大帮助,2024-09-15T12:47:27.297Z,True,教学,10.0
,,2024-09-15T12:47:53.344Z,True,教学,7.0
,让选课更加不费脑筋,2024-09-15T12:52:57.174Z,False,教学,7.0
,,2024-09-15T12:58:47.410Z,True,给分,7.0
,客观的评价,2024-09-15T12:59:00.685Z,True,教学,6.0
,,2024-09-15T13:02:58.763Z,False,给分,4.5
,,2024-09-15T13:03:08.195Z,True,教学,5.5
,,2024-09-15T13:10:02.774Z,True,教学,6.0
,帮助我选课,2024-09-15T13:10:45.366Z,False,教学,9.0
,😭😭帮助可怜的新生选课,2024-09-15T13:12:01.894Z,False,教学,3.5
,,2024-09-15T13:15:58.733Z,False,给分,4.0
,,2024-09-15T13:16:48.904Z,False,给分,10.0
,,2024-09-15T13:17:20.165Z,False,给分,6.5
,,2024-09-15T13:20:48.955Z,True,给分,8.0
,,2024-09-15T13:24:58.857Z,True,给分,8.0
,"让选课流程更简单易懂
为大一上选课选啥提供些许指点",2024-09-15T13:26:31.606Z,True,教学,6.5
,,2024-09-15T13:30:27.332Z,True,教学,6.0
,c,2024-09-15T13:34:32.366Z,False,给分,10.0
,,2024-09-15T13:35:49.855Z,True,教学,10.0
,能让我知道看起来很抽象的课程名称实际教授的是什么内容从而更好地匹配我的兴趣，在需要保绩点的情况下也能寻找到给分好的课程,2024-09-15T13:37:48.943Z,True,给分,4.0
,更精准高效,2024-09-15T13:44:38.710Z,True,教学,5.0
,,2024-09-15T13:47:08.787Z,True,给分,10.0
,,2024-09-15T13:45:36.813Z,True,给分,9.0
,,2024-09-15T13:46:09.775Z,False,给分,5.0
,,2024-09-15T13:48:48.442Z,False,教学,6.5
,,2024-09-15T13:50:05.262Z,False,教学,3.5
,,2024-09-15T13:51:48.255Z,False,给分,6.5
,,2024-09-15T13:52:40.808Z,True,教学,7.0
,,2024-09-15T13:56:19.410Z,False,给分,7.0
,,2024-09-15T13:56:42.283Z,True,教学,7.0
,,2024-09-15T14:02:40.652Z,False,给分,6.5
,,2024-09-15T14:03:02.001Z,False,给分,5.0
,解除疑惑,2024-09-15T14:03:24.754Z,False,给分,9.5
,,2024-09-15T14:03:29.413Z,True,教学,5.5
,,2024-09-15T14:04:39.073Z,False,给分,7.0
,,2024-09-15T14:05:24.902Z,False,给分,5.5
,,2024-09-15T14:05:39.931Z,True,给分,7.5
,,2024-09-15T14:05:51.860Z,True,给分,8.0
,,2024-09-15T14:06:44.810Z,False,教学,7.5
,,2024-09-15T14:06:54.559Z,False,给分,10.0
,,2024-09-15T14:07:22.670Z,False,教学,7.0
,,2024-09-15T14:08:18.439Z,True,给分,5.5
,,2024-09-15T14:08:50.389Z,True,给分,5.0
,,2024-09-15T14:09:41.116Z,True,给分,6.5
,,2024-09-15T14:09:58.506Z,True,教学,10.0
,,2024-09-15T14:10:12.068Z,True,教学,10.0
,帮帮孩子稳稳绩点,2024-09-15T14:10:20.212Z,True,给分,8.0
,,2024-09-15T14:11:03.491Z,True,教学,10.0
,,2024-09-15T14:11:11.049Z,True,给分,10.0
,希望多提供一些有关选课和学习方面的帮助,2024-09-15T14:11:22.555Z,False,教学,3.5
,帮助各专业学生推荐好得学分的课与老师优秀的课,2024-09-15T14:12:49.165Z,False,教学,4.5
,,2024-09-15T14:13:41.342Z,True,给分,8.0
,善意提醒,2024-09-15T14:13:45.643Z,True,给分,9.5
,帮帮孩子稳稳绩点,2024-09-15T14:13:11.354Z,True,给分,10.0
,,2024-09-15T14:13:56.564Z,True,教学,5.5
,,2024-09-15T14:14:51.010Z,True,给分,5.0
,,2024-09-15T14:15:30.695Z,True,教学,5.0
,希望能够收获给分好且上课质量高的老师,2024-09-15T14:16:43.644Z,True,给分,5.5
,一起努力,2024-09-15T14:16:51.721Z,False,给分,6.5
,,2024-09-15T14:16:51.168Z,False,给分,3.5
,,2024-09-15T14:19:36.180Z,False,教学,7.0
,,2024-09-15T14:19:53.302Z,True,教学,7.5
,,2024-09-15T14:21:34.668Z,True,给分,7.0
,,2024-09-15T14:21:32.166Z,False,教学,5.5
,,2024-09-15T14:25:00.620Z,True,给分,5.0
,,2024-09-15T14:25:36.017Z,True,教学,10.0
,,2024-09-15T14:26:46.926Z,False,教学,7.0
,希望可以对课程给予中肯的全面的评价,2024-09-15T13:22:22.956Z,True,教学,7.0
,想让大学开个好头,2024-09-15T14:32:45.882Z,True,教学,5.5
,,2024-09-15T14:33:33.284Z,True,给分,5.0
,希望找到给分好教学也好的课程,2024-09-15T14:34:06.811Z,True,教学,8.0
,,2024-09-15T14:34:26.595Z,False,教学,10.0
,,2024-09-15T14:35:15.644Z,False,给分,7.0
,,2024-09-15T14:35:41.169Z,False,给分,6.0
,无,2024-09-15T14:38:21.833Z,True,教学,7.0
,为迷茫的同学指导方向,2024-09-15T14:41:05.784Z,True,教学,5.0
,,2024-09-15T14:42:12.697Z,True,教学,6.0
,,2024-09-15T14:42:29.155Z,True,教学,4.0
,希望能力用有限的时间学到最多的知识,2024-09-15T14:45:40.249Z,True,教学,7.5
,,2024-09-15T14:46:02.684Z,False,给分,4.5
,,2024-09-15T14:46:14.637Z,False,教学,5.5
,,2024-09-15T14:46:42.989Z,True,教学,8.0
,,2024-09-15T14:46:48.357Z,True,给分,8.0
,希望能让我了解更多课程信息,2024-09-15T14:48:02.544Z,True,教学,5.0
,wu,2024-09-15T14:48:24.403Z,True,给分,10.0
,希望能让我了解更多课程信息,2024-09-15T14:47:42.818Z,True,教学,5.0
,希望能让我了解更多课程信息,2024-09-15T14:47:52.458Z,True,教学,5.0
,,2024-09-15T14:49:06.148Z,True,教学,9.5
,,2024-09-15T14:49:57.111Z,True,教学,4.5
,提供选课评价，给与选课建议,2024-09-15T14:49:57.634Z,False,给分,7.5
,交流选课经验,2024-09-15T14:53:17.703Z,False,给分,5.5
,,2024-09-15T15:00:58.466Z,True,给分,9.0
,,2024-09-15T15:03:07.182Z,True,教学,5.5
,,2024-09-15T15:03:25.231Z,False,教学,7.5
,,2024-09-15T15:03:31.326Z,False,给分,4.0
,,2024-09-15T15:07:18.283Z,False,给分,10.0
,,2024-09-15T15:09:03.536Z,False,教学,10.0
,,2024-09-15T15:09:12.660Z,True,给分,3.0
,,2024-09-15T15:10:47.567Z,True,教学,10.0
,为选择符合需求（学真知识/保绩点/发掘兴趣etc）的课程提供指引,2024-09-15T15:11:10.328Z,True,教学,8.5
,提供更多的建议与自己的看法,2024-09-15T15:11:57.361Z,True,教学,5.0
,可以帮助大家选到心仪的课程,2024-09-15T15:16:58.520Z,False,教学,3.0
,课程内容的介绍作业成绩等,2024-09-15T15:17:15.047Z,True,给分,7.5
,,2024-09-15T15:22:30.716Z,True,给分,10.0
,一,2024-09-15T15:26:03.745Z,False,给分,5.0
,一,2024-09-15T15:26:05.028Z,False,给分,5.0
,,2024-09-15T15:28:22.466Z,True,给分,4.0
,,2024-09-15T15:28:20.887Z,True,给分,4.0
,,2024-09-15T15:28:52.371Z,False,教学,10.0
,好,2024-09-15T15:32:13.333Z,False,给分,10.0
,解释一下选课规则orz,2024-09-15T15:33:14.353Z,False,教学,8.0
,,2024-09-15T15:39:40.421Z,False,给分,4.5
,,2024-09-15T15:39:55.057Z,True,给分,6.0
,,2024-09-15T15:40:10.098Z,False,给分,7.5
,,2024-09-15T15:41:06.562Z,True,教学,9.0
,,2024-09-15T15:41:12.979Z,True,教学,5.5
,,2024-09-15T15:41:26.362Z,True,给分,4.5
,,2024-09-15T15:41:44.540Z,True,给分,7.0
,,2024-09-15T15:42:49.539Z,True,给分,5.5
,,2024-09-15T15:42:55.333Z,True,教学,10.0
,,2024-09-15T15:43:01.251Z,True,给分,6.0
,,2024-09-15T15:44:05.617Z,True,给分,3.0
,,2024-09-15T15:44:41.807Z,False,给分,6.0
,,2024-09-15T15:45:19.840Z,False,教学,3.5
,希望在大学中能为学生社区做出应有的贡献,2024-09-15T15:52:24.549Z,False,教学,5.0
,,2024-09-15T15:54:38.822Z,False,给分,6.0
,帮我了解老师情况和课程内容,2024-09-15T15:57:20.976Z,True,教学,7.5
,,2024-09-15T15:58:43.782Z,True,给分,5.0
,,2024-09-15T16:00:09.570Z,True,给分,6.0
,,2024-09-15T16:02:51.618Z,False,给分,6.0
,避免一些不大好的老师,2024-09-15T16:13:36.602Z,True,教学,7.0
,,2024-09-15T16:13:50.519Z,True,给分,6.0
,帮助学生了解每门课的教学任务，课程难易和课堂环境,2024-09-15T16:13:57.283Z,False,教学,4.5
,,2024-09-15T16:19:31.985Z,True,给分,9.5
,,2024-09-15T16:27:50.957Z,True,给分,4.5
,,2024-09-15T16:28:40.008Z,False,给分,5.0
,"加油！
",2024-09-15T16:32:04.091Z,True,给分,6.0
,了解更多课程信息,2024-09-15T16:33:22.980Z,True,给分,3.5
,,2024-09-15T16:34:45.670Z,False,给分,5.5
,,2024-09-15T16:34:51.945Z,True,教学,6.0
,,2024-09-15T16:39:43.496Z,True,教学,6.0
